news,code
"함께 살던 80대 노모를 폭행한 혐의를 받는 50대 아들이 구속됐습니다.서울북부지법은 존속상해 혐의를 받는 50대 A씨에 대해 ""증거 인멸과 도주 우려가 있다""며 오늘(6일) 구속영장을 발부했습니다.A씨는 올해 초 서울 노원구의 한 아파트에서 함께 사는 80대 노모를 폭행한 혐의를 받습니다.지난 3월 말 요양보호사 신고를 받은 경찰은 A씨 어머니 몸에 남은 폭행 흔적을 발견하고 수사에 착수한 것으로 알려졌습니다.A씨 어머니는 아들에게 폭행을 당한 적이 없다고 진술하다 지난달 중순 심한 폐렴 증세로 숨진 것으로 전해졌습니다.지난달 한차례 구속영장을 신청했다 보강수사 지휘를 받은 경찰은 사망진단서 등을 토대로 A씨 어머니가 폭행과 무관하게 숨진 것으로 파악하고, 존속상해 혐의로 최근 구속영장을 다시 신청했습니다.A씨는 자신의 혐의를 부인하는 것으로 전해졌습니다.안희재 기자(an.heejae@sbs.co.kr)※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지",사회
"[KBS 춘천]철원병원 산부인과가 오늘(6일)부터 운영을 시작해 철원에서도 분만이 가능해졌습니다.철원병원 산부인과는 지상 2층 규모로, 진료실과 분만실, 진통실 등을 갖췄고, 의사 2명과 간호사 6명 등 전문 의료 인력을 확보했습니다.철원지역에는 그동안 산부인과가 없어 임산부들이 다른 지역으로 이동해 출산해야 하는 불편을 겪었습니다.배석원 기자 (bsw@kbs.co.kr)",사회
[KBS 부산]오늘 낮 12시 반쯤 부산 강서구의 한 사거리에서 화물차 2대가 충돌했습니다.이 사고로 운전자와 동승자 등 4명이 다쳐 병원으로 옮겨졌습니다.경찰은 점멸 신호인 사거리에서 직진하던 화물차끼리 부딪힌 것으로 보고 정확한 사고 경위를 조사하고 있습니다.황현규 기자 (true@kbs.co.kr),사회
"[KBS 부산]부산지방법원 형사5부는 아내에게 무차별 폭행을 가한 뒤 방치해 숨지게 한 혐의로 기소된 50대 남성에게 징역 7년을 선고했습니다.이 남성은 지난해 12월 27일 새벽 술에 취해 귀가한 뒤 경제적인 이유로 다툼을 벌이다 아내를 폭행한 뒤 방치해 숨지게 한 혐의를 받고 있습니다.재판부는 다수의 동종 전과가 있고, 쓰러진 피해자를 잔혹하게 폭행했다며 양형 이유를 밝혔습니다.김아르내",사회
은평구의 한 주택에서 원인을 알 수 없는 불이나 30여 분 만에 완전히 꺼졌습니다.오늘(6일) 오후 3시 반쯤 서울 은평구 신사동에 있는 1층짜리 주택에서 불이 났다는 신고가 접수됐습니다.이 불로 다친 사람은 없었지만 집 전체가 전소돼 소방서 추산 2천700여 만 원의 재산 피해가 났습니다.소방 당국은 건물 벽면에서 불이 시작된 것으로 보고 정확한 화재 경위를 조사하고 있습니다.안희재 기자(an.heejae@sbs.co.kr)※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지,사회
"[KBS 춘천]오늘(6일) 강원 영서 지역의 낮 최고 기온이 30도 가까이 오르면서 초여름 날씨를 보였습니다.오늘 화천의 낮 최고 기온이 29.1도까지 오른 것을 비롯해, 영월 28.7도, 춘천 27.3도, 원주 26.9도 등 영서 대부분 지역이 초여름 날씨를 보였습니다.동해안 지역은 삼척 원덕이 22.2도로 가장 높았습니다.내일(7일)은 오늘보다 2~3도 정도 기온이 내려갈 것으로 보입니다.배석원 기자 (bsw@kbs.co.kr)",사회
"[KBS 춘천]춘천고와 성수고, 중앙초교 학부모회 등이 오늘(6일) 강원도청에서 결의대회를 열고, 소양로 인근 학교 밀집 지역에 75ｍ 높이의 건물이 들어서면 교통 체증과 학습권 침해가 우려된다며 오피스텔 건립 중단을 요구했습니다.또, 교육환경평가 등에 교육 수요자의 의견이 전혀 반영되지 않았다며, 춘천시와 강원도교육청의 행정 절차를 규탄했습니다.이청초",사회
"자신을 성폭행하려던 남성의 혀를 깨물었다가 중상해죄로 징역형 선고받았던 70대 여성이 56년 만에 재심을 청구했습니다.부산에 사는 74살 최 모 씨는 오늘(6일) 오후 부산지방법원에 정당방위를 인정해달라며 재심을 청구했습니다.최씨는 18살이던 1964년 5월 자신을 성폭행하려던 당시 21살 노 모 씨 혀를 깨물어 1.5㎝가량 자른 혐의로 징역 6개월에 집행유예 2년을 선고받았습니다.재판 과정에 6개월간 옥살이도 했습니다.최씨는 ""사법이 변하지 않으면 우리 후세까지 나 같은 피해가 이어질 수 있겠다는 절박한 생각에 재심을 청구했다""고 말했습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",사회
"[KBS 춘천]오늘(6일) 낮 12시쯤 철원군 철원읍 율이리의 한 야산에서 산불이 나, 산림 600㎡를 태우고 2시간 만에 꺼졌습니다.강원도산불방지대책본부는 도롯가에서 시설물 용접 작업을 하다 불꽃이 튀어 산불로 번진 것으로 추정하고 있습니다.배석원 기자 (bsw@kbs.co.kr)",사회
"(서울=뉴스1) 이상학 기자 = 남양유업이 홍보대행사를 동원해 인터넷에 경쟁사 비방글을 게시한 혐의와 관련해 경찰 수사가 진행 중인 것으로 확인됐다.서울 종로경찰서는 홍원식 남양유업 회장(70) 등 7명을 명예훼손 등 혐의로 입건해 수사하고 있다고 6일 밝혔다.아직 홍 회장에 대한 소환조사가 진행되지는 않은 것으로 전해졌다.경찰 관계자는 ""아직 홍 회장에 대한 소환조사는 진행한 바 없다""며 ""구속영장 청구도 검토한 바 없다""고 말했다.홍 회장 등은 지난해 홍보대행사를 동원해 온라인 카페에 경쟁사를 비방하는 내용의 글과 댓글을 게시한 혐의를 받는다.비당글의 대상이 된 업체는 지난해 4월 경찰에 남양유업 측을 고소했고, 경찰은 같은 달 홍보대행사 압수수색을 통해 비방에 사용된 아이디를 확보한 것으로 전해졌다.남양유업은 앞선 2009년과 2013년에도 인터넷에 경쟁사에 대한 비방글을 올린 혐의로 경찰 수사를 받았다.shakiroy@news1.kr© 뉴스1코리아( news1.kr ), 무단 전재 및 재배포 금지",사회
[KBS 부산]부산 지역 18개 대학 총학생회로 구성된 부산시 총학생회 연합은 오늘 기자회견을 열고 각 대학 측에 등록금 일부 반환을 요구했습니다.이들은 코로나19 사태로 온라인 강의가 장기화된 가운데 수업의 질이 떨어지고 학내 시설 이용에 제한을 받고 있어 등록금 반환이 필요하다고 주장했습니다.또 부산시에 등록금을 대학 자율에 맡기지 말고 해결책 마련을 위해 적극적으로 나서달라며 이런 요구를 담은 의견서도 전달했습니다.정민규 기자 (hi@kbs.co.kr),사회
"[KBS 광주][앵커]우리 나이로 100세는 병 없이 하늘이 내려준 최상(最上)의 수명이라는 뜻에서 상수(上壽)라고 불립니다.그 만큼 장수를 나타내는 상징적인 단어인데요,오늘 전남 곡성에서는 이처럼 상수를 누리는 어르신들에게 쌀을 증정하는 효 잔치가 열렸습니다.최정민 기자입니다.[리포트]거동이 다소 불편하지만 부축을 받은 어르신들이 차례로 들어옵니다.장수를 기원하는 효 잔치에 특별히 초대된 상수, 즉 100세 이상의 어르신들입니다.더운 날씨에 마스크까지 답답할 법도 하지만 모처럼만의 나들이에 한 껏 들떴습니다.[박형규/1921년생/100살 : "" 여러분들이 날 초대해주신 것이 고맙습니다. 80살도 못살고 죽을 지 알았더니 80넘었어요. 90살도 못살고 죽을 줄 알았는데 90살이 넘었어요.""]장수를 기원하는 쌀인 백세미와 함께 오래 살아줘서 감사하다는 의미로 장수 수건을 받아 목에 둘러봅니다.굴곡진 지난 100년의 세월을 온 몸으로 견뎌온 어르신들.여전한 건강에 고마울 뿐입니다.[김복실/1917년생/104살 : ""건강해요. 치매는 안 걸리고 다행이죠. 나이를 먹었어도.""]농협은 이번 행사를 통해 갈수록 잊혀져 가는 경로효친의 의미를 되새기고 어르신들의 장수를 기원했습니다.[한승준/석곡농협조합장 : ""어르신들을 모시는 부분이 소홀해지는 것 같아서 다시 한번 상기시키고 우리를 낳아주시고 키워주신 부모님 어르신을 생각하는 기회를 삼고자 합니다.""]농협은 곡성 뿐만 아니라 전국의 모든 100세 어르신들에게도 오는 7월까지 백세미 등 지역 특산품을 무료로 배송할 예정입니다.KBS 뉴스 최정민입니다.최정민 기자 (cjmin@kbs.co.kr)",사회
"모두에게 보여주고 싶은 기사라면?beta 이 기사를 추천합니다 버튼을 눌러주세요.

집계 기간 동안 추천을 많이 받은 기사는 네이버 자동 기사배열 영역에 추천 요소로 활용됩니다. 레이어 닫기",사회
[KBS 부산]부산시가 다음 달 이후 코로나19 진정국면에 대비한 부산 관광 홍보 마케팅 계획을 추진합니다.부산시는 해외 관광객 대신 국내 관광객 유치에 집중하기로 하고 부산지역 숙박업소를 이용하는 관광객들에게 최대 2만 원의 할인쿠폰을 지급하기로 했습니다.또 7월에는 서울 청계천에서 부산 관광을 홍보하는 오픈마켓 '부산에 오면'도 열어 부산의 숨겨진 명소를 알려주고 항공권 등 기념품도 제공합니다.공웅조 기자 (salt@kbs.co.kr),사회
"[KBS 춘천]강원도와 18개 시군이 관광재단 출범을 위해 공동으로 출자해야 하는 전체 출연금이 5년간 260억 원에 달할 것으로 추산됩니다.강원 관광재단은 관광 자원 개발과 홍보 등 도내 관광 사업 전반을 관리합니다.강원도의회는 오늘(6일)부터 이달 19일까지 임시회를 열고, 관광재단 설립을 위한 조례안을 처리할 예정입니다.박상용 기자 (miso@kbs.co.kr)",사회
"[

헤럴드 대구경북

=

김성권 기자

]

경북상주시는 지역 화폐인

‘

상주 화폐

’

를 오는

7

월 출시한다

.

‘

상주 화폐

’

는 상주시가 발행하는 지역 내 가맹점에서만 사용 가능한 지역 화폐다

.

6

일 시에 따르면 상주 화폐는 지역 내 가맹점에서만 사용 가능한 지역 화폐다

.

발행금액은 지류형

30

억원

(1

만원

·5000

원권

)

과 카드형

70

억원 등 모두

100

억원이다

.

평상시

6%,

명절 등 이벤트 시

10%

할인한다

.

개인 구매 한도는 월

50

만원

,

연

600

만원이다

.



상주 화폐 가맹점은 시에 사업자 등록이 된 소상공인과 자영업자로 공고 시부터 상시 공개 모집한다

.

대규모 점포 및

1

천

㎡

이상 마트형 점포

,

유흥주점업

,

사행성 오락업 등은 제외된다

.

ksg@heraldcorp.com

(

본 기사는 헤럴드경제로부터 제공받은 기사입니다

)

- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",사회
"태영호 미래통합당 국회의원 당선인과 지성호 미래한국당 당선인이 김정은 북한 국무위원장의 신변이상설을 제기해 허위사실을 유포했다는 이유로 고발된 사건이 서울중앙지검 형사3부(부장검사 윤진용)에 배당됐다.6일 서울중앙지검은 ""태 당선인, 지 당선인이 고발된 사건을 형사3부에 배당했다""고 밝혔다.앞서 지난 4일 안전사회시민연대는 두 당선인을 허위 사실 유포 혐의로 서울중앙지검에 고발했다.태 당선인은 지난달 28일 미국 CNN 방송에 출연해 ""김 위원장이 스스로 일어서거나 제대로 걷지 못하는 상태""라고 주장했다. 지 당선인은 한 언론에 ""김 위원장이 사망한 것으로 보인다. 99% 확신하고 있다""고 했다. 두 당선인은 지난 2일 북한매체 조선중앙방송이 김 위원장의 평안남도 비료공장 준공식 참석 소식을 보도하자 각각 입장문을 내고 사과했다.[류영욱 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]",사회
"[KBS 춘천][앵커]춘천시는 옛 미군기지, 캠프페이지 자리에 대규모 공원을 만드는 사업을 추진하고 있습니다.그런데, 최근 문화재 발굴 작업을 하는 과정에서 기름 냄새가 난다는 주장이 제기돼 춘천시가 토양오염 여부를 조사하고 있습니다.이재경 기자가 취재했습니다.[리포트]춘천 옛 미군기지텁니다.2012년 국방부는 이 가운데, 토양 오염이 확인됐거나 가능성이 있는 땅 6만 400여 제곱미터에 대해, 정화작업을 끝냈다고 밝혔습니다.이에 따라, 춘천시는 이곳을 시민복합공원으로 조성하고 있습니다.그런데 최근 문화재 발굴을 위해 땅을 파내는 과정에서 기름 냄새가 난다는 주장이 제기됐습니다.춘천시는 이에 따라, 시료를 채취해 토양오염 여부를 확인하고 있습니다.[춘천시청 관계자/음성변조 : ""육안으로는 기름성분은 확인이 안됐고요. 토양에서 약간의 석유냄새가 났습니다.""]춘천 옛 미군기지 내 토양오염에 대한 논란은 이번이 처음이 아닙니다.춘천시는 지난해 9군데를 대상으로 시료를 채취해 검사를 실시했습니다.검사결과 6군데는 석유류화합물이 검출되지 않았고 3군데는 적정치이내로 검출됐습니다.춘천시나 시민단체는 도심지에 위치한 옛 미군기지를 시민복합공원으로 조성하는 만큼 안전성을 확보하고 시민들의 신뢰도를 높이는데 주안점을 두고 있습니다.[이병철/춘천시 교통환경국장 : ""의심되는 물질이 발생됐으니까 한점의 의혹도 없어야겠죠. 토양에 대해서 검사기관에 의뢰해서 정확하게 따져보도록 하겠습니다.""][오동철/춘천시민사회네트워크 운영위원장 : ""유류저장고 부분은 정밀하게 봐야겠고요. 그 당시에 제대로 됐는 지 검토가 필요하다고 봅니다.""]춘천시가 의뢰한 검사는 10일에서 14일 정도 소요될 것으로 예상됩니다.KBS 뉴스 이재경입니다.이재경",사회
"[KBS 부산][앵커]자신을 성폭행하려던 남성의 혀를 깨물었다가 징역형을 선고받았던 70대 여성이 56년 만에 정당방위를 인정해 달라며 재심을 청구했습니다.이 여성과 변호인 측은 당시 수사가 부당했다고 주장하는 가운데 법원이 다시 재판을 열지 관심이 쏠리고 있습니다.정민규 기자가 취재했습니다.[리포트][""판결을 바로잡고, 피해자 인권 회복의 책임을 다하라.""]법원 앞에 모인 여성단체들이 언급한 판결은 1964년 내려졌습니다.당시 부산지법은 자신을 성폭행하려던 남성의 혀를 깨문 18살 여성에게 중상해죄를 적용해 징역 10개월에 집행유예 2년을 선고했습니다.여성은 정당방위임을 주장했으나 법원은 받아들이지 않았고, 재판 과정에서 6달간 옥살이를 했습니다.56년이 지나 다시 법원을 찾은 여성은 늦게나마 진실을 바로 잡아 성폭력 피해자의 방어권을 인정받겠다며 재심을 청구했습니다.[최말자/재심 청구인 : ""이 사회를 변화를 시켜서, 사법도 변화시켜서 우리 후손들한테는 이런 오점을 남겨서는 안 된다는 걸 그런 점을 분명히 하고 싶습니다.""]법원은 판결의 흠결이 있는지 살핀 뒤 재심 개시 여부를 결정합니다.재심을 청구한 여성의 변호인단은 당시 수사가 강압적이고 위법적이어서 재심 사유가 있다고 밝혔습니다.[김수정/변호사 : ""당시 구속 이유와 변호인 선임권, 진술거부권 등 전혀 고지 하지 않고 불법적으로 감금했고, 조사 기간 내내 가해자와의 결혼을 강요하고….""]하지만 수사 기록이 폐기돼 현재 판결문만 남아 있어 재심 결정을 속단하기 어렵다는 견해도 있습니다.여기에 법원이 재심을 결정하더라도 향후 치열한 법리 검토가 필요해 완전한 결과가 나오기까지는 적지 않은 시간이 걸릴 전망입니다.KBS 뉴스 정민규입니다.정민규 기자 (hi@kbs.co.kr)",사회
"[KBS 광주][앵커]5.18 민주화운동 40주년에 보수 성향 단체가 집회를 예고하자 광주시가 집회를 금지하는 행정명령을 발동했는데요.보수 성향 단체들이 광주시에 행정명령에 반발했고, 오늘은 5.18단체 회원들과 충돌도 빚었습니다.보도에 김서정 기자입니다.[리포트]도로 한 복판.경찰들과 보수 성향 단체, 5.18 단체 회원들이 뒤엉켰습니다.[5·18관련단체 회원 : ""못을 박은 지 40년이 지났어! 가! 여기 와서 (기자회견) 하지 마! 제발 가, 제발!""]보수 성향 단체 등이 5.18 기념재단으로 가두행진을 하다 충돌이 벌어진 겁니다.이들 보수성향 단체들은 오는 16일과 17일 5.18 관련 집회를 예고한데 대해 광주시가 집회를 금지하는 긴급 행정 명령을 발동하자 항의 차원에서 기자회견를 연 겁니다.[김상진/자유연대 관계자 : ""집회 결사의 자유를 근본적으로 침해한 것은 공무원이 국민에 대하여 직권을 남용하여 범법성에 기본권을 유린한 것이고...""]광주시는 집회 강행시 감염병 예방법에 따라 개인별로 3백만 원 이하 벌금을 부과하겠다는 방침에는 변함이 없다고 밝혔습니다.보수단체가 5.18 추모기간에 집회를 연다는 소식에 지방의원들은 집회 취소를 강하게 촉구했습니다.광주시의원과 5개 자치구 의원 90여 명은 보수단체의 집회를 사실상 5.18 폄훼 집회로 규정하고 취소할 것을 촉구했습니다.[고점례/광주 북구의회의장 : ""무엇을 공개하란 말인가. 공개라는 가면을 쓰고 진실을 왜곡하려는 것을 국민은 잘 알고 있으며, 분노하고 있다...""]5.18 40주년을 앞두고 보수 단체의 집회로 인해 물리적 충돌이 발생하진 않을지, 또 5.18 추모 분위기가 훼손되지 않을지 우려가 커지고 있습니다.KBS 뉴스 김서정입니다.김서정",사회
[KBS 제주]영산강유역환경청은 최근 비자림로 확장 사업 공사 재개 의지를 밝힌 제주도에게 환경 저감 대책에 대한 구체적인 자료를 요구했습니다.환경청은 비자림로 공사 환경 저감 대책을 검토하기 위해 제주도에 도로 폭 축소와 관련한 도면 자료와 희귀식물 이식 계획을 제출해달라는 공문을 보냈다고 밝혔습니다.임연희,사회
[KBS 광주]국가보훈처가 5.18민주화운동 40주년 기념식 장소를 오는 8일 최종 확정할 예정인 가운데 광주시가 국립 5.18 민주묘지에서 기념식을 진행하자는 의견을 전달했습니다.광주시 관계자는 오늘 옛 전남도청 앞인 5.18 민주광장은 코로나19 확산 위험 탓에 참석 인원을 수백 명으로 제한해야 하고 민주묘지 참배를 하는 유가족들이 이동해야 하는 번거로움도 있다며 보훈처에 이 같은 의견을 전달했다고 밝혔습니다.류성호 기자 (menbal@kbs.co.kr),사회
성 착취물을 제작·유포한 텔레그램 '박사방' 운영자 조주빈의 사기 행각을 도운 20대 공범들이 경찰에 구속됐습니다.서울중앙지방법원은 사기·범죄수익은닉규제법 위반 등의 혐의로 경찰이 신청한 김 모 씨와 이 모 씨 2명의 구속영장을 발부했습니다.이들은 조씨의 지시를 받고 손석희 JTBC 대표이사 사장과 윤장현 전 광주광역시장 등을 만난 뒤 돈을 받아 조씨에게 전달한 혐의 등을 받고 있습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23,사회
"[KBS 제주][앵커]어제죠, 어린이날 새벽에 불이 난 서귀포시 한 빌라에서 어린 자녀 2명을 포함한 일가족 4명이 숨진 채 발견돼 안타까워하신 분들 많으셨을 텐데요.경찰 부검 결과 화재로 인해 숨졌을 가능성이 크다는 의견이 나왔습니다.민소영 기자의 보도입니다.[리포트]어린이 2명을 포함해 일가족 4명이 숨진 채 발견된 서귀포시의 한 빌라입니다.집안에는 불에 탄 흔적들이 곳곳에 남아 있습니다.경찰이 일가족 4명의 숨진 원인을 파악하기 위해 부검을 의뢰한 결과, 일산화탄소 중독으로 숨진 것으로 추정된다는 1차 소견이 나왔습니다.가족 4명 모두 기도와 기관지에 그을음이 붙어있었다는 건데, 화재 현장에서 숨을 들이마시고 내쉰 흔적 등으로 미뤄, 화재로 인한 질식사 가능성에 무게가 실린 겁니다.[강현욱/부검의 : ""네 가족 모두 일체 외상이 없었고, 모두가 화재로 인한 일산화탄소 중독의 전형적인 소견이 나타났어요.""]경찰은 앞선 현장 감식 결과 숨진 가족 모두에게 특별한 외상이 없었고, CCTV 조사에서도 외부인 출입 흔적이 없는 점을 토대로 타살 등 범죄 가능성은 크지 않다고 보고 있습니다.화재로 인한 질식사로 본 부검의 1차 소견도 나온 만큼 다른 변수가 없는지를 종합적으로 검토하겠다고 밝혔습니다.경찰은 화재 원인과 관련해 국립과학수사연구원 등과의 1차 현장 감식을 통해 부엌에서 불이 시작된 것으로 보고 있습니다.경찰은 가스레인지나 공기배출 장치인 후드에서 가스 또는 전기적 요인으로 불이 났을 가능성을 모두 열어두고, 국과수의 정밀 감식 결과를 기다리고 있다며 정확한 화재 원인 규명까지는 다소 시간이 걸릴 것으로 봤습니다.KBS 뉴스 민소영입니다.민소영 기자 (missionalist@kbs.co.kr)",사회
"[서울신문]함께 사는 80대 노모를 폭행했던 아들이 구속됐다.서울북부지법 정수경 영장전담판사는 6일 존속상해 혐의를 받는 50대 A씨의 구속 전 피의자 심문(영장실질심사) 후 도주 우려와 증거 인멸의 혐의가 있다며 경찰이 신청한 영장을 발부했다.A씨는 올해 초 서울 노원구 아파트에서 함께 사는 80대 노모를 폭행한 혐의를 받고 있다. 올 3월 말 요양보호사의 신고를 받은 서울 노원경찰서는 A씨 어머니의 몸에 타박상 등 폭행 흔적을 발견하고 수사에 착수했다.A씨 어머니는 아들로부터 폭행을 당한 적이 없다고 진술한 것으로 전해졌다. 심한 폐렴 증세가 있던 A씨 어머니는 지난달 중순 폐렴으로 병원에서 숨졌다. 경찰은 지난달 한차례 A씨의 구속영장을 신청했지만, 검찰은 영장을 청구하지 않고 보강 수사를 지휘했다.경찰은 사망진단서 등을 토대로 A씨 어머니가 폭행과 무관하게 폐렴으로 숨졌다고 파악하고, 존속상해 혐의로 최근 구속영장을 재신청했다. A씨는 자신의 혐의를 부인하고 있는 것으로 전해졌다.김유민 기자 planet@seoul.co.krⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지",사회
[KBS 제주]4일 밤 발생한 서귀포시 양돈장 화재와 관련해 경찰이 다음 주 초쯤 국립과학수사연구원 등과 합동 감식을 할 예정입니다.경찰과 소방당국은 새끼 돼지를 키우는 시설에서 전기적인 요인으로 불이 난 것으로 보고 정확한 화재 원인을 조사할 방침입니다.이날 8시간여 만에 진화된 이 불로 2층 규모 돈사 천 6백여 ㎡가 모두 타고 돼지 2천여 마리가 죽는 등 소방서 추산 9억 9천여만 원의 재산피해가 났습니다.민소영 기자 (missionalist@kbs.co.kr),사회
"[KBS 제주]도내 기업경기 실사지수가 14년 만에 최저치를 기록했습니다.한국은행 제주본부가 도내 기업 2백 3십여 곳을 조사한 결과 지난달 업황지수는 한달 전보다 3p 떨어진 27을 기록했는데, 이는 월 단위로 조사 방식이 바뀐 2006년 이후 가장 낮은 수치로 한 달 만에 최저치를 경신했습니다.부문별로는 제조업에서 5p 올랐지만 비제조업은 3p 떨어졌으며, 기업들이 꼽은 애로사항으로는 내수부진과 불확실한 경제상황이라는 응답이 각각 20%를 넘었습니다.김가람 기자 (garam@kbs.co.kr)",사회
[KBS 부산]부산상공회의소가 오늘 변성완 부산시장 권한대행 체제의 부산시와 간담회를 열고 코로나19 이후 전략을 공유하고 부산의 핵심 경제현안을 논의했습니다.이 자리에서는 특히 허용도 상의회장 등 회장단 6명이 오는 14일 정세균 국무총리와 면담을 하고 동남권 신공항의 조속 추진을 촉구하기로 했습니다.부산상의 회장단은 정 총리와의 면담에서 김해공항 확장안의 문제점을 설명하고 국무총리실에 진행 중인 김해공항 확장안 검증에 대해 빨리 결론 내 줄 것을 요구하기로 했습니다.최재훈 기자 (jhhs@kbs.co.kr),사회
"[KBS 춘천][앵커]강원도에서 코로나 사태가 정점에 달했던 올해 봄.도민들의 소비 행태에도 큰 변화가 있었다는 조사 결과가 나왔습니다.식품값은 오르고, 관광요금은 하락했습니다.김문영 기자의 보도입니다.[리포트]마트에 들른 소비자가 신중하게 식재료를 담습니다.코로나19로 외출을 자제하면서 집에서 밥 먹는 경우가 늘었기 때문입니다.[박청자/춘천시 동내면 : ""사회적 거리 두기 하라고 하니까 그거 따라서 외식은 자제하고 집에서 될 수 있으면 해 먹으려고 하는 거죠.""]코로나 사태와 뒤이은 사회적 거리 두기는 소비자 물가에도 큰 영향을 끼쳤습니다.강원도에서 코로나 환자가 잇따라 발생했던 올해 2월부터 4월 사이 도내 소비자 물가는 1년 전보다 평균 1% 포인트 올랐습니다.식품 가격은 크게 오르고, 관광산업은 떨어졌습니다.우선, 채소는 12.7%p 어패류는 10.2%p 오르는 등 지난달 신선식품 지수는 1년 전과 비교해 5.8%p 올랐습니다.육류 소비도 눈에 띄게 늘었습니다.특히 국산 한우를 중심으로 가정 내 식재료 구입이 증가세를 보였습니다.반면, 관광산업에선 수요 둔화가 뚜렷했습니다.해외단체여행비는 10.1%p 호텔숙박료는 6.8%p나 감소했습니다.결국, 세계적 유가 하락 등 물가 하락 요인에도 불구하고, 집밥 수요가 워낙 커진 탓에 전반적으로 물가가 올랐다는 분석입니다.[송호석/강원지방통계지청 경제사회조사과장 : ""가정 내 식재료 수요 증가에 따른 농축산물 가격 상승이 지난 3개월간의 물가를 조금 끌어올린 역할을 한 것으로 보여집니다.""]이달부터 사회적 거리 두기가 완화되고, 생활 방역으로 전환되면서, 소비시장은 지금과는 다른 양상으로 바뀔 수 있다는 전망이 나오고 있습니다.KBS 뉴스 김문영입니다.김문영 기자 (mykim@kbs.co.kr)",사회
"40대 택배 노동자의 돌연사를 놓고 노조 측이 ""하루 500개의 택배를 배달해야 하는 살인적인 노동이 부른 과로사""라고 주장하고 나섰다.전국택배노동조합 호남지부는 6일 광주광역시의 한 택배회사 물류센터 앞에서 기자회견을 열고 ""아무런 지병도 없는 건강한 40대 초반 택배 노동자 A씨의 죽음은 과로사""라며 ""A씨는 한 달에 1만개의 택배를 배달했다""고 주장했다.노조 측에 따르면 A씨는 지난 4일 새벽 갑자기 쓰러진 뒤 숨을 거뒀다. 노조는 ""A씨가 하루 평균 400~500개의 택배를 배달했고 최근에는 신종 코로나바이러스 감염증(코로나19) 사태로 인해 물량이 늘어 하루 700~800개의 택배를 배달했다""고 전했다.A씨가 한 달 1만개에서 최대 1만3000개에 달하는 택배를 배달하는 살인적인 노동 시스템 때문에 숨을 거뒀다는 것이 노조 측의 설명이다. 노조는 ""A씨는 자신의 몸이 망가지고 죽어가는지조차 모르고 일했을 것""이라며 ""택배회사들이 벌인 저단가 싸움의 피해를 고스란히 택배 노동자들이 짊어지고 있다""고 말했다.노조는 그러면서 택배회사와 정부를 향해 대책 마련을 촉구했다. 노조는 ""지금도 전국 5만여 명의 택배 노동자가 살인적인 장시간 노동시스템에서 일하고 있다""며 ""택배회사는 더는 택배기사가 자신들의 직원이 아니라며 대리점 사장들을 방패 삼아 숨어서는 안 된다""고 주장했다.광주광역시=진창일 기자 jin.changil@joongang.co.krⓒ중앙일보(https://joongang.co.kr), 무단 전재 및 재배포 금지",사회
"[아시아경제 박종일 기자] 성북구(구청장 이승로)가 오는 22일까지 한시적으로 시행하고 있는 공유토지분할에 관한 특례법 기간 만료를 앞두고 구민들의 적극적인 신청을 당부했다.그간 공유토지는 대지최소면적, 건폐율, 용적율 등 제한을 받아 분할이 어려우며 건물신축, 금융기관 담보설정 시 다른 공유자의 동의를 받아야 하고 또한 매매, 임대차 거래 시 적정한 값을 받기 어려운 단점이 많았다.공유토지분할에 관한 특례법은 그 동안 건축법, 국토의 이용 및 관리 등에 관한 법률 등 공법상 분할할 수 없었던 공유토지를 간편한 절차에 의해 분할할 수 있다.하지만, 토지에 대한 소유권과 토지이용에 따른 불편을 해소할 목적으로 한시적으로 시행하고 있는 법률이 22일을 기점으로 종료되는 것이다.분할대상은 2인 이상이 공동으로 소유하고 있는 공유토지로서 공유자 총수의 3분의 1 이상이 그 지상에 건물을 소유하는 방법으로 1년 이상 자기지분에 상당하는 토지부분을 특정, 점유하고 있는 공유토지로 분할신청 요건은 공유자 총수의 5분의 1 이상 또는 공유자 20명 이상의 동의를 받아 성북구청 지적과에 신청하면 된다.그동안 구에서는 특례법을 적용하여 69필지를 200필지로 분할 및 개별등기를 완료하였으며 10필지는 조사측량 등의 분할절차를 진행 중에 있다.구 관계자는 “특례법 시행 종료가 얼마 남지 않은 만큼 공유토지 소유로 불편을 겪고 있는 주민들이 서둘러 분할신청을 하기 바라며, 주민의 재산권 보호 및 불편 해소를 위해 행정적 지원을 아끼지 않겠다”고 말했다. 성북구청 지적과(☏2241-4632)박종일 기자 dream@asiae.co.kr",사회
